shortGenotype,media,background,matingType,reference,comment
pet100     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pet191     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pex10     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pex18     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pex3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pex5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pex8     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
phd1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
phm6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pib1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pih1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pin2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pmp3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pog1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ppe1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pph3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pro1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pst1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
psy3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ptc2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ptc7     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ptr2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
put2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
pxl1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rad24     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rad51     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rad55     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ras1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rec104     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ref2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
reg1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rgd1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rgs2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rif2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rim1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rmd5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rms1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rnh202     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rom1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rom2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rot2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rpl11b     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rpl20a     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rpl20b     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rpl26a     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rpl31a     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rpl31b     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rpl37b     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rpl6b     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rpn10     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rps1a     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rps21a     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rps22b     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rps23a     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rps27b     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rps28a     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rps29a     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rps30b     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rrf1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rrm3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rrp8     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rsc1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rsc2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rtn1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rtt103     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rtt107     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rup1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
rvs161     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sac6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sam2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sbe22     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
scs2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sec28     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sey1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sfl1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
shg1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
shm1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
shu2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
shy1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sia1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sip18     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sip2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sip4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sir1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sit4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sla1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
slf1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
slt2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
slx1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
slx9     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
smf2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
smi1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
snf1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
snf11     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
snf2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
snf5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sok1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sol3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
spc1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
spc72     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
spl2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
spo12     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
spo13     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
spo16     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
spo71     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
spr3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sps1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sps100     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
srb5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
srl3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
srp40     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ssd1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ssf1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ssf2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ssn3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sst2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
stb2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
stb5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ste11     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ste23     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
stm1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
stp3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
stv1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sum1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sur2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
sur4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
swa2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
swc5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
swe1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
swf1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
swi5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
swm1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
swr1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
syc1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
taf14     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tal1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tdp1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
thi2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
thp2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tif1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tif4631     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tma19     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tms1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tmt1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tom1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tom37     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tom71     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
top1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tor1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tpc1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
trk2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
trm1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
trm2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
trr2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
trs33     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tup1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tus1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tvp15     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tvp23     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
tvp38     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
twf1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
uba4     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ubc13     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ubc5     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ubp11     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ubp2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ubp3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ume6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ung1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
upf3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ure2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
utp30     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vac14     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vam3     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vhs1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vid22     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vma21     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vma22     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vma6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vps17     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vps38     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vps41     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vps55     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
vps71     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
whi2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
wss1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yaf9     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yal058ca     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yap1801     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yap6     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr224w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr225w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr226c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr230c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr235w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr238c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr239c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr241c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr242w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr246w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr250w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr255w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr259w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr261c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr266c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ybr267w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yck1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ycl006c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ycl022c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ycl023c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ycl074w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ycl075w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ycl076w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydl061w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr049w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr051c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr056c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr061w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr063w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr065w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr066c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr067c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr089w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr090c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr094w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr095c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr102c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr107c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr109c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr112w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr117c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr119w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr124w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr128w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr131c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr132c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr133c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr134c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr248c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr249c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr250c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr262w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr266c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr274c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr278c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr282c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr286c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr287w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr291w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr306c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr307w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr314c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr316w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr317w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr319c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr326c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr330w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr333c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr334w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr336w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr417c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr444w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ydr506c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yer181c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yer184c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yer185w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yer186c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yer187w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygl199c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygl214w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygl217c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygl235w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr011w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr018c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr022c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr054w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr058w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr064w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr066c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr067c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr068c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr069w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr071c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr079w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr107w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr111w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ygr122w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhb1     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr022c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr029c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr033w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr035w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr048w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr049ca     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr049w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr078w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr080c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr087w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr095w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr096w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr097c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr100c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr112c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr113w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr115c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr116w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr121w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr125w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr126c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr130c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr138c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr139ca     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr151c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr155w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr159w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yhr182w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yil001w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yil056w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yil102c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yil158w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yjr039w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
yke2     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ykr045c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ykr047w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ykr051w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ykr064w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ykr087c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ykr089c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ykr100c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ykr105c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr262ca     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr345w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr349w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr352w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr356w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr364w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr365w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr366w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr374c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr385c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr387c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr422w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr426w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr428c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr434c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr437c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr444c     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
ylr445w     ,,BY4742,alpha,Managbanag Kaeberlein 2008 PLoS One,
